area,perimetro,eixo_maior,eixo_menor,excentricidade,eqdiasq,solidez,area_convexa,extensao,proporcao,redondidade,compactidade,fator_forma_1,fator_forma_2,fator_forma_3,fator_forma_4,RR_media,RG_media,RB_media,RR_dev,RG_dev,RB_dev,RR_inclinacao,RG_inclinacao,RB_inclinacao,RR_curtose,RG_curtose,RB_curtose,RR_entropia,RG_entropia,RB_entropia,RR_all,RG_all,RB_all,classe
409026,23.742.561,8.419.844,6.274.827,6.668,7.216.565,9.882,413914,7.947,1.3418,9.118,8.571,21,15,7.346,9.857,974.433,901.143,883.081,326.809,301.548,300.882,-2.248,481,2.742,2.0913,2.2687,2.7666,-40839790592,-34352586752,-33018814464,487.181,450.561,441.512,ROTANA
359018,22.765.271,8.196.603,5.719.311,7.163,6.761.035,9.819,365618,7.587,1.4331,8.705,8.249,23,16,6.804,9.751,1.081.277,1.041.659,90.91,272.937,238.503,220.977,-438,-2.334,2.021,2.4349,2.8292,3.0464,-42596286464,-38694445056,-28870809600,540.675,520.859,454.578,ROTANA
395127,23.540.039,8.294.393,6.138.098,6.726,7.092.893,9.819,402402,7.501,1.3513,896,8.551,21,16,7.313,9.882,1.012.501,957.184,95.422,264.136,236.659,234.506,-299,1.418,505,2.8375,2.9273,3.0323,-40756084736,-35707604992,-35427557376,506.289,478.619,477.146,ROTANA
368512,22.945.259,7.864.102,6.029.735,642,6.849.847,9.862,373660,764,1.3042,8.796,871,21,16,7.587,9.895,1.054.737,1.029.592,1.001.519,270.194,257.008,230.594,-1.302,-222,-3.056,2.3468,2.5179,3.524,-41495523328,-39186759680,-36432887808,527.372,514.774,500.769,ROTANA
410233,2.402.864,8.349.078,6.334.919,6.514,7.227.205,9.866,415823,7.771,1.3179,8.929,8.656,2,15,7.493,9.876,1.050.153,991.475,961.266,28.645,263.051,265.175,-1.288,145,-278,2.5458,2.8975,3.1989,-46236626944,-40532140032,-38086250496,525.057,495.741,48.063,ROTANA
385907,23.300.549,824.371,6.006.796,6.849,7.009.651,9.881,390557,7.334,1.3724,8.932,8.503,21,16,723,9.923,1.028.908,1.016.067,993.887,300.426,275.697,277.962,-1.983,-1.411,-75,2.1361,2.2385,2.3273,-42107854848,-40396414976,-38690463744,514.491,508.067,496.991,ROTANA
417314,2439.98,8.347.051,6.446.805,6.352,7.289.312,9.891,421904,7.194,1.2948,8.808,8.733,2,15,7.626,9.874,1.400.102,1.347.525,1.289.624,285.541,244.878,256.527,-9.526,-7.272,-4.428,3.5682,3.1939,2.7177,-85181972480,-77491347456,-70926983168,700.096,673.774,644.833,ROTANA
379703,23.273.159,808.626,603.513,6.656,6.953.077,9.815,386849,7.885,1.3399,8.809,8.599,21,16,7.394,9.906,131.111,1.249.817,1.148.364,28.194,250.868,294.282,-8.154,-6.143,-4.954,3.4431,3.624,3.1232,-67456614400,-60271841280,-51568693248,655.561,624.925,574.187,ROTANA
377612,2.362.448,8.292.473,5.891.064,7.038,6.933.906,9.792,385637,7.306,1.4076,8.502,8.362,22,16,6.992,9.842,1.155.387,1.148.062,1.057.888,331.639,293.221,283.614,-7.209,-5.373,-4.353,2.623,2.4562,2.7099,-52998672384,-51229249536,-43105873920,577.686,574.034,528.953,ROTANA
316184,21.709.709,7.708.669,5.460.904,7.058,6.344.903,9.617,328792,7.425,1.4116,843,8.231,24,17,6.775,9.563,1.274.631,1.283.981,1.154.339,310.067,285.653,273.269,-2.551,-1.913,395,2.568,2.734,2.693,-53644582912,-53881790464,-42960027648,637.282,641.971,577.139,ROTANA
398448,24.352.981,8.730.358,5.901.165,737,7.122.638,9.832,405275,7.687,1.4794,8.443,8.158,22,15,6.656,9.847,1.047.725,974.607,1.044.335,237.705,223.049,212.678,1.437,4.635,1.727,2.9252,3.4359,3.3426,-43461677056,-37082669056,-42618171392,523.873,487.319,522.175,ROTANA
365350,2.262.248,8.267.336,5.692.995,7.251,6.820.396,9.837,371396,7.291,1.4522,8.971,825,23,16,6.806,9.884,1.141.093,1.070.581,1.039.512,313.886,314.528,283.388,3.835,5.576,3.931,2.8704,2.785,2.5256,-49574408192,-43628183552,-40285360128,570.556,535.308,519.775,ROTANA
353219,2326.47,8.219.995,5.580.138,7.343,6.706.209,9.693,364420,734,1.4731,8.201,8.158,23,16,6.656,9.805,95.431,866.528,921.477,281.791,265.416,267.829,1.017,343,11,2.3753,2.7692,2.8254,-32721104896,-26642286592,-30175909888,477.134,433.262,460.729,ROTANA
379002,2.529.803,8.601.957,5.739.624,7.448,6.946.656,9.661,392289,6.699,1.4987,7.442,8.076,23,15,6.522,9.774,1.221.705,1.155.215,1.073.309,28.471,281.839,24.847,-4.396,-3.368,-595,2.5609,2.4946,2.8221,-58212184064,-51782160384,-43712638976,610.863,577.619,536.665,ROTANA
350929,2.255.021,7.839.074,5.809.299,6.714,6.684.435,9.662,363224,7.024,1.3494,8.672,8.527,22,17,7.271,9.812,1.243.883,1.156.067,1.012.984,35.38,35.007,29.297,-4.605,-4.117,-1.315,2.4433,2.4852,2.7339,-57879240704,-49878020096,-36924170240,621.961,578.024,506.495,ROTANA
349240,22.435.029,7.752.019,584.65,6.567,6.668.329,9.857,354324,7.335,1.3259,8.719,8.602,22,17,0.74,9.811,1.218.926,1.150.184,1.106.417,284.961,239.828,247.343,-4.816,-338,-1.209,3.2457,3.0491,2.8808,-53389807616,-46350569472,-42883973120,609.478,575.106,55.322,ROTANA
389395,24.084.829,8.925.831,5.605.852,7.782,7.041.258,9.766,398722,7.306,1.5922,8.436,7.889,23,14,6.223,9.909,954.429,858.251,96.994,31.123,297.253,31.748,3.169,5.835,804,2.4368,2.8099,2.4583,-36919967744,-29665712128,-38274920448,47.721,429.117,484.967,ROTANA
442588,2.718.394,8.496.819,6.722.542,6.116,7.506.801,9.619,460137,7.262,1.2639,7.526,8.835,19,15,7.805,9.866,1.219.841,1.152.461,1.049.366,341.437,322.064,293.009,-3.099,-2.202,-1.548,2.3121,2.1757,2.5185,-69733081088,-61512171520,-50010415104,609.942,576.265,524.725,ROTANA
417895,2.456.103,8.554.005,6.323.137,6.735,7.294.384,9.839,424753,7.096,1.3528,8.705,8.527,2,15,7.272,9.837,1.095.455,1.010.095,1.012.826,378.818,37.034,335.776,-2.384,-275,-1.157,2.0634,1.9944,2.3341,-54473314304,-46334857216,-45323497472,547.744,505.071,50.643,ROTANA
419639,24.781.851,9.159.321,5.871.704,7.675,7.309.589,9.822,427225,738,1.5599,8.587,798,22,14,6.369,9.935,1.245.248,1.121.843,1.155.894,362.515,341.824,358.179,-68,1.479,32,2.0288,2.0135,2.0971,-69745524736,-55956504576,-59978866688,622.648,560.944,577.976,ROTANA
382799,23.705.449,8.689.788,5.726.002,7.522,6.981.367,9.871,387811,7.864,1.5176,856,8.034,23,15,6.454,9.795,1.299.667,1.250.563,1.281.622,350.385,317.552,331.746,-3.014,-1.665,-1.205,2.2758,2.2631,2.4343,-68889616384,-62681735168,-66364059648,649.829,625.284,640.812,ROTANA
343845,2.197.675,7.748.041,5.698.189,6.776,6.616.624,9.863,348613,7.628,1.3597,8.946,854,23,17,7.293,9.916,1.271.054,1.208.836,1.059.268,28.99,257.801,248.324,-5.289,-4.169,-49,2.8345,3.4683,2.955,-57464659968,-51040329728,-38586171392,635.561,60.444,529.654,ROTANA
387499,2.453.094,8.493.842,5.902.296,7.191,7.024.095,9.719,398684,7.096,1.4391,8.092,827,22,15,6.839,9.841,1.377.077,1.309.148,1.270.913,308.559,266.616,330.915,-6.176,-3.254,-3.615,3.0525,2.838,2.641,-77078044672,-68239503360,-65990459392,688.552,654.582,635.469,ROTANA
419881,2.440.189,8.435.652,6.454.122,6.439,7.311.697,9.893,424423,7.533,1.307,8.861,8.668,2,15,7.513,9.819,1.227.984,1.136.313,1.134.257,307.302,282.552,271.093,-5.508,-2.181,-1.357,2.7553,2.2804,2.8602,-65871720448,-55478341632,-54945038336,613.982,568.144,567.111,ROTANA
376183,2.327.835,8.238.969,589.002,6.992,6.920.773,9.747,385937,6.888,1.3988,8.724,0.84,22,16,7.056,987,1.112.794,1.043.901,102.098,355.092,339.639,352.855,359,1.521,1.096,2.3523,2.4116,2.4219,-49777164288,-43440209920,-42006290432,556.423,521.972,510.525,ROTANA
436352,2.633.251,8.630.063,6.501.967,6.576,7.453.728,9.783,446045,6.637,1.3273,7.908,8.637,2,15,746,9.901,1.226.854,1.153.275,1.149.891,286.296,264.758,294.703,-3.569,-3.781,-4.793,2.8158,3.4898,3.7444,-67661279232,-58902982656,-59436294144,613.434,576.635,574.949,ROTANA
343814,22.311.201,7.863.395,5.635.261,6.974,6.616.325,9.808,350554,703,1.3954,8.679,8.414,23,16,708,9.879,1.539.283,1.461.773,1.421.762,31.184,270.333,363.293,-12.998,-8.468,-8.473,4.5727,3.311,2.9105,-86356631552,-76469190656,-74678665216,76.961,730.871,710.863,ROTANA
435003,25.218.469,8.700.806,6.473.481,6.682,7.442.197,9.744,446419,7.493,1.3441,8.595,8.553,2,15,7.316,9.833,1.143.483,1.066.559,1.204.694,290.667,270.815,30.727,-2.827,-134,-1.293,2.6217,2.9899,2.688,-58470072320,-50139758592,-65643614208,571.736,533.286,602.344,ROTANA
345078,22.049.231,7.873.609,5.663.853,6.947,6.628.476,989,348921,7.212,1.3902,8.919,8.419,23,16,7.087,9.852,1.506.413,1.420.146,1.295.965,309.912,245.756,222.103,-7.721,-6.076,-2.783,3.1271,3.2754,3.3924,-82815852544,-71656267776,-58543722496,753.213,710.089,647.995,ROTANA
362850,22.957.791,8.029.214,5.845.999,6.855,6.797.021,9.774,371256,7.012,1.3735,8.651,8.465,22,16,7.166,9.843,1.572.841,1.509.606,134.498,313.023,25.286,247.235,-10.061,-8.227,-4.504,3.9371,3.9546,3.7182,-95409061888,-85970083840,-67166400512,786.395,754.795,672.468,ROTANA
412688,26.407.351,9.249.248,5.763.412,7.821,7.248.798,9.723,424464,7.013,1.6048,7.437,7.837,22,14,6.142,9.857,1.225.234,1.153.404,1.179.508,393.104,399.843,402.534,129,1.528,1.702,2.2023,2.0234,2.2319,-67602018304,-60375031808,-63160799232,612.619,576.712,589.758,ROTANA
399876,23.771.899,8.218.986,6.286.398,6.442,713.539,9.912,403438,731,1.3074,8.892,8.682,21,16,7.537,9.854,1.516.625,1.440.704,1.381.963,318.614,25.518,258.083,-8.225,-8.831,-10.291,3.2715,4.176,4.9372,-97612226560,-85841444864,-78659985408,758.328,720.369,690.984,ROTANA
402063,2.547.897,8.842.006,6.066.811,7.275,7.154.876,9.373,428938,7.168,1.4574,7.783,8.092,22,15,6.548,9.543,1.412.013,1.326.209,1.264.349,40.419,386.809,424.228,-5.343,-2.703,-2.035,2.4462,1.9975,2.1118,-87743856640,-76758851584,-71321313280,705.992,66.309,632.175,ROTANA
389064,23.423.311,8.266.586,6.035.352,6.834,7.038.265,9.913,392486,7.232,1.3697,8.911,8.514,21,16,7.249,9.929,1.474.465,1.371.866,1.304.959,278.069,213.761,194.197,-8.239,-4.508,-0.04,3.8873,3.5838,3.4938,-88341217280,-74342629376,-66415575040,737.252,685.933,652.494,ROTANA
420809,2512.29,8.287.861,6.566.302,6.102,7.319.772,9.794,429643,7.261,1.2622,8.378,8.832,2,16,0.78,9.845,1.123.368,1.063.244,1.184.099,34.987,341.456,315.575,825,1.207,-519,2.2236,2.3783,2.7094,-56546074624,-50443755520,-61577105408,561.688,531.642,592.065,ROTANA
335782,21.718.191,7.849.254,5.482.628,7.156,6.538.585,9.916,338621,7.642,1.4317,8.946,833,23,16,6.939,9.935,1.472.181,1.405.001,1.390.457,311.294,271.631,371.587,-8.917,-5.522,-5.476,3.2429,2.7063,2.4013,-76830785536,-68726923264,-69979848704,736.111,702.531,695.264,ROTANA
425374,24.668.701,847.059,6.476.719,6.445,7.359.368,9.838,432357,6.929,1.3079,8.784,8.688,2,15,7.548,9.872,1.256.486,1.187.531,1.118.648,355.847,312.845,287.069,-1.656,109,-1.241,2.4343,2.3534,2.9322,-71706370048,-62528274432,-54559666176,628.253,593.782,559.337,ROTANA
391106,2.369.116,8.568.085,5.872.197,7.282,705.671,9.842,397388,7.417,1.4591,8.757,8.236,22,15,6.783,9.897,1.384.532,1.295.245,1.239.373,263.694,258.349,31.291,-5.493,368,-1.435,3.7226,2.6472,2.7503,-77401997312,-67146764288,-62729711616,692.279,647.646,61.97,ROTANA
344013,2.195.156,8.231.342,5.349.045,7.601,661.824,9.897,347582,7.637,1.5388,8.971,804,24,16,6.465,9.948,1.253.261,1.206.369,1.127.426,357.123,334.763,351.014,-4.606,-0.26,348,2.5289,2.4608,2.4054,-57705418752,-52809707520,-46585835520,626.649,603.177,563.714,ROTANA
426615,2.450.561,7.992.291,6.918.159,5.007,7.370.096,987,432255,7.445,1.1553,8.927,9.222,19,16,8.504,9.824,1.155.997,1.103.677,1.009.759,324.251,299.701,320.208,-4.139,-2.153,-2.136,2.3424,2.4597,2.2774,-59716087808,-53614628864,-45461241856,577.994,55.185,504.901,ROTANA
345938,2.256.375,8.280.157,5.362.778,7.619,6.636.731,9.843,351450,7.086,1.544,8.539,8.015,24,16,6.424,9.919,1.370.499,1.313.585,1.124.705,314.497,276.385,231.905,-6.399,-387,2.946,3.2694,3.3178,3.5133,-68289781760,-61583650816,-43651293184,685.252,656.814,56.237,ROTANA
403486,23.480.891,8.344.036,6.204.424,6.687,7.167.526,9.901,407532,7.733,1.3449,9.196,859,21,15,7.379,9.923,1.220.993,1.154.862,1.184.487,320.799,308.382,281.881,-2.591,-3.108,-3.806,2.3185,2.5139,2.8643,-63008903168,-55874469888,-58049933312,610.476,577.432,592.234,ROTANA
445394,24.829.741,880.809,6.472.557,6.782,753.056,9.897,450019,7.901,1.3608,9.078,855,2,15,731,9.947,1.223.809,115.193,1.123.489,380.114,359.918,357.982,-4.208,-1.767,-3.684,2.1858,2.0894,2.2953,-72167956480,-63271403520,-60120936448,611.908,575.982,561.762,ROTANA
410745,24.385.959,9.045.048,583.305,7.643,7.231.713,9.883,415594,7.545,1.5507,868,7.995,22,14,6.392,9.912,1.185.443,1.106.287,1.126.407,327.334,298.345,236.651,67,856,118,2.1774,2.2856,2.7778,-60638269440,-51849232384,-52103147520,592.716,553.155,563.222,ROTANA
473650,25.974.441,8.910.983,685.71,6.386,7.765.757,9.874,479704,7.258,1.2995,8.822,8.715,19,14,7.595,987,117.446,108.651,105.71,314.529,302.794,299.612,-993,-8,542,2.3526,2.4756,2.5931,-68125470720,-57787338752,-54565449728,587.228,543.258,528.549,ROTANA
294001,2.074.262,7.325.558,5.261.931,6.957,6.118.282,9.767,301007,7.036,1.3922,8.587,8.352,25,18,6.976,9.711,140.925,1.349.584,1.234.921,275.071,216.182,210.118,-7.465,-3.643,-4.097,3.6808,3.1801,3.1583,-60624621568,-54283911168,-44818870272,704.634,674.806,61.748,ROTANA
420057,24.438.411,8.364.046,648.322,6.318,7.313.229,9.789,429125,7.308,1.2901,8.838,8.744,2,15,7.645,9.863,121.773,1.148.307,1.162.795,333.962,300.201,262.146,1.329,2.168,1.551,2.7421,2.8528,2.8692,-65723957248,-57276116992,-57635381248,608.859,574.163,581.406,ROTANA
397581,24.083.799,8.334.241,6.123.292,6.784,7.114.885,983,404461,6.804,1.3611,8.614,8.537,21,15,7.288,9.919,1.158.567,1.101.543,1.097.102,319.289,30.897,320.321,-3.766,-4.192,-3.326,3.1439,3.5046,3.2678,-55742730240,-50021027840,-49968328704,579.265,550.772,548.526,ROTANA
359037,22.499.441,7.838.896,6.144.819,6.209,6.761.214,9.604,373845,7.648,1.2757,8.913,8.625,22,17,7.439,949,1.412.789,1.379.771,1.213.772,284.297,240.058,23.134,-5.749,-1.315,473,3.4133,3.027,2.4897,-74670252032,-70009659392,-53186310144,706.414,689.909,60.69,ROTANA
337806,22.270.901,8.149.735,5.422.561,7.465,6.558.262,9.682,348887,0.73,1.5029,8.559,8.047,24,16,6.476,9.733,1.150.252,1.090.786,1.003.612,31.4,295.503,270.303,-5.502,-2.526,-1.338,2.5315,2.6007,2.8756,-46531743744,-41346203648,-34362867712,575.115,545.381,50.179,ROTANA
413120,2426.52,8.243.616,6.458.687,6.214,7.252.591,9.823,420557,7.068,1.2764,8.817,8.798,2,16,774,9.879,1.107.055,1.072.043,1.086.719,300.942,290.602,277.497,-4.104,-3.535,-5.322,2.3684,2.6735,3.3282,-52266352640,-48664031232,-49641111552,553.538,536.024,543.367,ROTANA
418304,23.932.261,8.197.679,6.664.039,5.824,7.297.953,9.788,427359,7.246,1.2301,9.178,8.902,2,16,7.925,9.749,1.444.796,1.399.108,1.321.081,327.527,247.012,272.229,-8.159,-5.696,-3.809,3.2476,3.6461,3.0897,-92587474944,-84182196224,-75238375424,722.377,699.553,660.535,ROTANA
443091,25.402.661,9.009.417,6.358.699,7.084,7.511.065,9.861,449339,7.589,1.4169,8.629,8.337,2,14,695,9.848,1.147.191,1.055.779,1.163.741,298.857,260.738,243.475,-186,1.353,-2.567,2.5272,2.4772,2.8298,-60237352960,-49736089600,-60360450048,573.594,527.896,581.884,ROTANA
474303,25.674.089,9.048.582,6.707.078,6.713,7.771.109,9.922,478022,812,1.3491,9.042,8.588,19,14,7.376,9.951,1.190.285,1.106.128,1.144.768,338.026,338.031,363.688,-2.606,-1.784,-1.673,2.4746,2.4151,2.2636,-70992994304,-61304270848,-66710560768,595.179,553.083,57.241,ROTANA
438566,2547.54,9.119.298,6.202.306,7.331,7.472.614,978,448437,7.127,1.4703,8.492,8.194,21,14,6.715,9.873,1.202.157,1.105.306,1.028.015,344.508,335.189,339.379,-2.411,-1.312,157,2.2719,2.2856,2.5972,-67214991360,-56505384960,-49134088192,601.073,552.648,514.009,ROTANA
306838,20.832.939,735.817,5.389.604,6.808,6.250.426,9.843,311721,7.458,1.3653,8.884,8.495,24,18,7.216,9.851,1.342.505,1.317.923,1.213.381,331.487,303.231,290.294,-5.665,-4.627,-646,2.7502,2.8511,3.2766,-58464866304,-55601831936,-46576140288,671.279,658.963,606.705,ROTANA
443310,25.055.481,8.470.129,6.746.112,6.047,7.512.921,9.814,451720,7.137,1.2556,8.874,887,19,15,7.868,9.878,1.311.557,1.213.984,1.201.323,310.814,252.549,279.102,-6.431,-2.523,-4.824,2.974,3.1552,3.1402,-79775047680,-66253213696,-65577996288,655.802,607.022,600.688,ROTANA
404061,24.139.541,8.810.171,5.910.157,7.416,7.172.632,9.876,409147,723,1.4907,8.714,8.141,22,15,6.628,988,129.108,1.240.204,1.194.545,331.082,309.179,342.202,-8.484,-7.919,-4.484,3.1085,3.3606,2.4688,-71025336320,-64732696576,-61039804416,645.533,620.105,597.276,ROTANA
363000,22.135.681,7.582.262,6.147.969,5.853,6.798.426,9.899,366699,757,1.2333,931,8.966,21,17,8.039,9.915,113.116,1.097.912,1.067.992,255.897,238.326,226.492,-4.213,-2.354,-2.696,2.6258,3.026,3.2979,-46863405056,-43662589952,-40965390336,565.582,54.898,534.013,ROTANA
338672,2.246.271,8.106.025,5.463.474,7.387,6.566.663,9.685,349688,6.749,1.4837,8.435,8.101,24,16,6.563,9.737,1.186.394,109.596,99.382,339.404,301.138,273.799,-5.581,-2.269,-3.872,2.613,2.3006,3.1067,-50372386816,-41995980800,-33834442752,593.215,547.997,496.934,ROTANA
409795,24.558.789,8.469.769,6.267.124,6.727,7.223.345,9.774,419259,6.941,1.3515,8.538,8.528,21,15,7.273,983,1.209.444,1.141.704,1.027.819,344.276,289.673,276.458,-0.68,-4.372,-515,2.626,2.6896,2.5632,-63523319808,-54866644992,-43938672640,604.733,570.868,51.392,ROTANA
415137,23.667.019,8.170.651,6.525.554,6.018,7.270.274,992,418470,7.405,1.2521,9.314,8.898,2,16,7.918,9.914,1.163.587,1.073.296,1.101.983,277.825,251.812,251.203,-2.543,423,-153,2.6178,2.6351,2.6754,-57459290112,-47969484800,-50653962240,581.796,53.666,550.999,ROTANA
412809,2.519.761,9.077.038,591.211,7.588,724.986,982,420356,7.434,1.5353,817,7.987,22,14,6.379,9.794,1.290.684,1.249.933,1.218.432,288.491,256.203,246.587,-6.129,-2.255,-111,2.9264,2.6572,2.892,-71176396800,-65696948224,-62025519104,645.377,62.497,609.237,ROTANA
476879,26.155.859,920.805,6.611.169,6.961,7.792.183,9.872,483065,7.617,1.3928,876,8.462,19,14,7.161,9.974,1.291.542,1.234.078,1.174.268,345.042,327.033,280.994,-3.906,-1.283,-3.213,2.3211,2.1415,3.0371,-84500832256,-76363022336,-67364122624,645.784,617.052,587.156,ROTANA
421712,2.499.386,8.813.112,6.204.713,7.102,7.327.621,9.828,429082,7.142,1.4204,8.483,8.314,21,15,6.913,9.819,1.239.446,1.157.042,1.129.794,297.635,280.453,262.185,-3.192,-1.333,-2.077,2.6012,2.8749,2.9461,-67143573504,-57775230976,-54485942272,619.738,57.854,564.915,ROTANA
306429,2.104.136,7.486.997,5.276.392,7.095,6.246.259,9.861,310757,7.806,1.419,8.697,8.343,24,17,696,9.876,967.041,922.837,955.605,335.305,333.805,339.096,3.986,509,348,2.6728,2.8391,2.6262,-30399217664,-27753824256,-29799354368,483.535,461.445,477.841,ROTANA
485302,26.442.271,9.354.223,666.793,7.013,7.860.698,9.841,493152,8.093,1.4029,8.722,8.403,19,14,7.062,9.907,1.227.899,1.139.506,1.079.263,332.616,29.37,246.643,-4.038,-3.943,622,2.166,2.3405,2.713,-77117865984,-64867557376,-56572960768,61.399,569.773,539.667,ROTANA
407286,2.448.384,8.706.734,6.048.426,7.193,7.201.199,9.837,414030,7.085,1.4395,8.538,8.271,21,15,6.841,9.847,1.233.578,120.113,1.152.039,34.487,313.523,33.523,-6.933,-5.613,-5.768,2.625,2.6536,2.6693,-65719709696,-61254365184,-56962736128,61.677,600.556,576.007,ROTANA
365333,2322.74,856.04,5.482.668,768,6.820.237,984,371273,8.102,1.5614,8.509,7.967,23,15,6.348,9.911,1.056.174,100.934,1.038.524,324.403,307.611,298.642,78,1.917,-614,2.4098,2.5715,2.8861,-42701881344,-38576549888,-40574312448,528.082,504.683,519.277,ROTANA
322070,21.901.379,7.941.199,5.264.727,7.487,6.403.688,9.845,327134,6.503,1.5084,8.438,8.064,25,16,6.503,9.808,1.309.935,1.295.361,1.200.612,256.893,225.257,234.502,-5.593,-2.278,-625,3.5792,3.397,4.1168,-56575057920,-54644236288,-46664286208,654.969,647.714,600.328,ROTANA
391145,2.403.439,8.867.218,5.642.692,7.714,7.057.062,9.809,398756,7.272,1.5715,8.509,7.959,23,14,6.334,9.953,1.096.811,1.043.761,1.046.099,30.832,291.685,277.674,-3.441,-1.213,-1.928,2.4252,2.4542,2.7544,-48780025856,-43685666816,-43498262528,548.405,521.876,523.049,ROTANA
393597,23.144.861,786.859,6.409.199,5.801,7.079.147,9.898,397668,7.909,1.2277,9.233,8.997,2,16,8.094,9.937,1.076.152,1.030.395,925.151,395.686,358.738,329.066,-18,409,-33,1.905,1.869,2.0937,-50237911040,-44940599296,-35621457920,538.075,515.197,462.576,ROTANA
410245,25.046.201,8.941.769,5.966.318,7.448,722.731,9.824,417577,759,1.4987,8.218,8.083,22,15,6.533,9.791,1.327.885,1.261.779,1.243.302,29.326,269.214,258.358,-3.311,-2.544,-7.007,2.7914,2.882,3.933,-75209826304,-66944839680,-64596742144,66.392,63.087,621.628,ROTANA
471281,26.252.109,9.047.755,6.729.673,6.684,7.746.313,9.795,481134,7.397,1.3445,8.593,8.562,19,14,733,9.855,1.159.398,1.089.682,1.203.195,290.129,245.821,264.703,-573,3.474,-4.131,2.5677,3.0651,2.9165,-65167175680,-56037584896,-69488435200,579.696,544.845,601.599,ROTANA
401863,2.463.082,8.523.126,6.176.403,6.891,7.153.096,9.818,409326,746,1.3799,8.324,8.393,21,15,7.044,972,1.241.546,1.146.772,1.116.677,30.001,281.975,264.893,-6.321,-3.157,-2.921,3.2659,2.6003,3.1735,-64255107072,-54085951488,-50742714368,620.801,573.397,558.354,ROTANA
466516,2.517.989,8.593.656,6.959.106,5.867,7.707.053,9.917,470414,809,1.2349,9.246,8.968,18,15,8.043,9.932,1.397.636,1.300.591,1.254.938,286.429,226.591,249.761,-474,-114,-1.319,3.3115,2.8606,2.8552,-94928527360,-79873327104,-74678779904,698.811,650.292,627.475,ROTANA
313775,21.128.359,7.612.759,5.319.149,7.154,6.320.686,9.873,317818,8.042,1.4312,8.833,8.303,24,17,6.894,9.866,1.188.632,1.088.675,995.359,31.411,310.022,297.888,-2.955,-943,-1.273,2.5493,2.2818,2.4692,-46223400960,-38602596352,-31981877248,594.347,544.386,497.714,ROTANA
375249,2.361.915,8.452.822,5.715.057,7.368,6.912.177,9.784,383519,7.984,1.479,8.453,8.177,23,15,6.687,989,113.848,1.072.064,1.025.237,38.818,367.569,32.586,-159,1.129,-1.199,2.3143,2.421,2.3457,-53079388160,-46572593152,-41382772736,569.218,536.013,512.604,ROTANA
410371,2.472.636,9.052.772,5.830.439,765,722.842,9.844,416888,6.911,1.5527,8.435,7.985,22,14,6.376,9.899,1.095.143,1.045.553,1.093.033,257.795,253.876,259.748,-2.114,1.566,-396,2.893,2.7311,2.9092,-49588367360,-44971524096,-49449148416,547.582,522.786,546.518,ROTANA
334390,22.178.301,8.022.562,5.423.231,7.369,6.525.018,9.861,339100,6.706,1.4793,8.543,8.133,24,16,6.615,9.786,1.303.753,1.256.955,1.189.327,273.517,239.989,221.924,-5.916,-3.212,-797,3.2868,3.3315,4.4544,-58524819456,-53503516672,-47251345408,651.918,628.498,594.702,ROTANA
421946,24.814.951,8.974.323,6.062.374,7.373,7.329.655,9.809,430148,7.421,1.4803,8.611,8.167,21,14,6.671,9.875,1.012.914,937.279,980.696,269.077,271.202,273.144,1.906,4.111,1.575,2.7471,3.058,2.7536,-43722305536,-37422112768,-41048211456,506.444,468.619,490.335,ROTANA
378125,23.383.799,8.262.022,5.923.029,6.972,6.938.615,9.764,387284,7.932,1.3949,869,8.398,22,16,7.053,9.838,1.137.454,1.076.915,1.008.056,306.577,299.427,273.472,-1.028,-29,-682,2.464,2.4238,2.6558,-50731708416,-45218377728,-38896005120,568.718,538.468,504.042,ROTANA
452293,25.405.979,9.188.098,6.287.631,7.292,7.588.658,9.902,456763,8.115,1.4613,8.806,8.259,2,14,6.821,9.968,1.146.155,1.117.398,1.267.035,279.128,248.423,293.976,-3.729,-224,-338,2.4776,2.9386,2.4545,-60713213952,-56729178112,-75240931328,573.053,558.712,633.525,ROTANA
339538,2.261.261,7.272.855,6.078.656,549,6.575.053,9.815,345936,0.71,1.1965,8.344,9.041,21,18,8.173,9.779,1.261.277,1.245.113,1.294.838,294.821,268.463,244.704,-1.928,-2.244,-6.638,2.4683,2.5653,3.5945,-55981121536,-53872259072,-57938898944,63.061,62.255,647.377,ROTANA
448634,25.223.091,9.069.396,6.312.845,718,755.79,9.904,453005,7.965,1.4367,8.861,8.333,2,14,6.945,9.977,1.145.721,1.071.855,104.649,233.506,220.386,272.754,-444,3.161,5.768,3.527,3.937,3.622,-58874834944,-50882011136,-49825583104,572.865,535.929,523.253,ROTANA
369382,23.974.419,8.199.177,5.837.723,7.022,6.857.928,9.777,377795,7.086,1.4045,8.076,8.364,22,16,6.996,9.826,1.207.056,1.143.796,1.023.582,334.997,282.852,28.313,-5.727,-3.376,-1.203,2.5379,2.8408,2.6517,-56750907392,-49469497344,-39437504512,603.523,571.905,511.802,ROTANA
430797,25.256.411,933.526,5.959.404,7.697,7.406.131,9.752,441741,7.585,1.5665,8.487,7.934,22,14,6.294,9.859,1.067.308,998.722,1.065.488,282.529,250.448,332.645,-4.976,2.048,353,2.5367,2.9489,2.1663,-50039312384,-42865414144,-51532402688,53.363,499.347,532.723,ROTANA
